IBUId,FullName,Nation,BirthYear,StatShooting_24_25,StatShooting_23_24,StatShooting_22_23,StatShooting_21_22,Prone_24_25,Prone_23_24,Prone_22_23,Prone_21_22,Standing_24_25,Standing_23_24,Standing_22_23,Standing_21_22,Skiing_24_25,Skiing_23_24,Skiing_22_23,Skiing_21_22,SkiKMB_24_25,SkiKMB_23_24,SkiKMB_22_23,SkiKMB_21_22,Starts_24_25,Starts_23_24,Starts_22_23,Starts_21_22,2021-11-27 01 (15  Individual Competition) W,2021-11-27 01 (20  Individual Competition) M,2021-11-28 01 (7.5  Sprint Competition) W,2021-11-28 01 (10  Sprint Competition) M,2021-12-02 02 (7.5  Sprint Competition) W,2021-12-02 02 (10  Sprint Competition) M,2021-12-04 02 (10  Pursuit Competition) W,2021-12-05 02 (12.5  Pursuit Competition) M,2021-12-10 03 (10  Sprint Competition) M,2021-12-10 03 (7.5  Sprint Competition) W,2021-12-11 03 (12.5  Pursuit Competition) M,2021-12-12 03 (10  Pursuit Competition) W,2021-12-16 04 (7.5  Sprint Competition) W,2021-12-17 04 (10  Sprint Competition) M,2021-12-18 04 (10  Pursuit Competition) W,2021-12-18 04 (12.5  Pursuit Competition) M,2021-12-19 04 (12.5  Mass Start Competition) W,2021-12-19 04 (15  Mass Start Competition) M,2022-01-07 05 (10  Sprint Competition) M,2022-01-07 05 (7.5  Sprint Competition) W,2022-01-09 05 (12.5  Pursuit Competition) M,2022-01-09 05 (10  Pursuit Competition) W,2022-01-12 06 (7.5  Sprint Competition) W,2022-01-13 06 (10  Sprint Competition) M,2022-01-16 06 (10  Pursuit Competition) W,2022-01-16 06 (12.5  Pursuit Competition) M,2022-01-20 07 (20  Individual Competition) M,2022-01-21 07 (15  Individual Competition) W,2022-01-22 07 (15  Mass Start Competition) M,2022-01-23 07 (12.5  Mass Start Competition) W,2022-02-07 08 (15  Individual Competition) W,2022-02-08 08 (20  Individual Competition) M,2022-02-11 08 (7.5  Sprint Competition) W,2022-02-12 08 (10  Sprint Competition) M,2022-02-13 08 (10  Pursuit Competition) W,2022-02-13 08 (12.5  Pursuit Competition) M,2022-02-18 08 (12.5  Mass Start Competition) W,2022-02-18 08 (15  Mass Start Competition) M,2022-03-05 09 (7.5  Sprint Competition) W,2022-03-05 09 (10  Sprint Competition) M,2022-03-06 09 (10  Pursuit Competition) W,2022-03-06 09 (12.5  Pursuit Competition) M,2022-03-10 10 (10  Sprint Competition) M,2022-03-11 10 (7.5  Sprint Competition) W,2022-03-12 10 (15  Mass Start Competition) M,2022-03-12 10 (12.5  Mass Start Competition) W,2022-03-18 11 (7.5  Sprint Competition) W,2022-03-18 11 (10  Sprint Competition) M,2022-03-19 11 (10  Pursuit Competition) W,2022-03-19 11 (12.5  Pursuit Competition) M,2022-03-20 11 (12.5  Mass Start Competition) W,2022-03-20 11 (15  Mass Start Competition) M,2022-11-29 01 (20  Individual Competition) M,2022-11-30 01 (15  Individual Competition) W,2022-12-03 01 (10  Sprint Competition) M,2022-12-03 01 (7.5  Sprint Competition) W,2022-12-04 01 (12.5  Pursuit Competition) M,2022-12-04 01 (10  Pursuit Competition) W,2022-12-08 02 (7.5  Sprint Competition) W,2022-12-09 02 (10  Sprint Competition) M,2022-12-10 02 (10  Pursuit Competition) W,2022-12-11 02 (12.5  Pursuit Competition) M,2022-12-15 03 (10  Sprint Competition) M,2022-12-16 03 (7.5  Sprint Competition) W,2022-12-17 03 (12.5  Pursuit Competition) M,2022-12-17 03 (10  Pursuit Competition) W,2022-12-18 03 (15  Mass Start Competition) M,2022-12-18 03 (12.5  Mass Start Competition) W,2023-01-05 04 (7.5  Sprint Competition) W,2023-01-06 04 (10  Sprint Competition) M,2023-01-07 04 (10  Pursuit Competition) W,2023-01-07 04 (12.5  Pursuit Competition) M,2023-01-11 05 (20  Individual Competition) M,2023-01-12 05 (15  Individual Competition) W,2023-01-15 05 (15  Mass Start Competition) M,2023-01-15 05 (12.5  Mass Start Competition) W,2023-01-19 06 (7.5  Sprint Competition) W,2023-01-20 06 (10  Sprint Competition) M,2023-01-21 06 (10  Pursuit Competition) W,2023-01-21 06 (12.5  Pursuit Competition) M,2023-02-10 07 (7.5  Sprint Competition) W,2023-02-11 07 (10  Sprint Competition) M,2023-02-12 07 (10  Pursuit Competition) W,2023-02-12 07 (12.5  Pursuit Competition) M,2023-02-14 07 (20  Individual Competition) M,2023-02-15 07 (15  Individual Competition) W,2023-02-19 07 (15  Mass Start Competition) M,2023-02-19 07 (12.5  Mass Start Competition) W,2023-03-02 08 (10  Sprint Competition) M,2023-03-03 08 (7.5  Sprint Competition) W,2023-03-04 08 (12.5  Pursuit Competition) M,2023-03-04 08 (10  Pursuit Competition) W,2023-03-09 09 (15  Individual Competition) W,2023-03-09 09 (20  Individual Competition) M,2023-03-12 09 (12.5  Mass Start Competition) W,2023-03-12 09 (15  Mass Start Competition) M,2023-03-16 10 (10  Sprint Competition) M,2023-03-18 10 (12.5  Pursuit Competition) M,2023-03-18 10 (7.5  Sprint Competition) W,2023-03-18 10 (10  Pursuit Competition) W,2023-03-19 10 (15  Mass Start Competition) M,2023-03-19 10 (12.5  Mass Start Competition) W,2023-11-26 01 (15  Individual Competition) W,2023-11-26 01 (20  Individual Competition) M,2023-12-01 01 (7.5  Sprint Competition) W,2023-12-02 01 (10  Sprint Competition) M,2023-12-03 01 (10  Pursuit Competition) W,2023-12-03 01 (12.5  Pursuit Competition) M,2023-12-08 02 (10  Sprint Competition) M,2023-12-08 02 (7.5  Sprint Competition) W,2023-12-09 02 (12.5  Pursuit Competition) M,2023-12-09 02 (10  Pursuit Competition) W,2023-12-14 03 (7.5  Sprint Competition) W,2023-12-15 03 (10  Sprint Competition) M,2023-12-16 03 (10  Pursuit Competition) W,2023-12-16 03 (12.5  Pursuit Competition) M,2023-12-17 03 (12.5  Mass Start Competition) W,2023-12-17 03 (15  Mass Start Competition) M,2024-01-05 04 (10  Sprint Competition) M,2024-01-05 04 (7.5  Sprint Competition) W,2024-01-06 04 (12.5  Pursuit Competition) M,2024-01-06 04 (10  Pursuit Competition) W,2024-01-12 05 (7.5  Sprint Competition) W,2024-01-13 05 (10  Sprint Competition) M,2024-01-14 05 (10  Pursuit Competition) W,2024-01-14 05 (12.5  Pursuit Competition) M,2024-01-18 06 (15  Short Individual) M,2024-01-19 06 (12.5  Short Individual) W,2024-01-21 06 (15  Mass Start Competition) M,2024-01-21 06 (12.5  Mass Start Competition) W,2024-02-09 07 (7.5  Sprint Competition) W,2024-02-10 07 (10  Sprint Competition) M,2024-02-11 07 (10  Pursuit Competition) W,2024-02-11 07 (12.5  Pursuit Competition) M,2024-02-13 07 (15  Individual Competition) W,2024-02-14 07 (20  Individual Competition) M,2024-02-18 07 (12.5  Mass Start Competition) W,2024-02-18 07 (15  Mass Start Competition) M,2024-03-01 08 (15  Individual Competition) W,2024-03-01 08 (20  Individual Competition) M,2024-03-02 08 (12.5  Mass Start Competition) W,2024-03-02 08 (15  Mass Start Competition) M,2024-03-08 09 (7.5  Sprint Competition) W,2024-03-09 09 (10  Sprint Competition) M,2024-03-10 09 (10  Pursuit Competition) W,2024-03-10 09 (12.5  Pursuit Competition) M,2024-03-14 10 (7.5  Sprint Competition) W,2024-03-15 10 (10  Sprint Competition) M,2024-03-16 10 (10  Pursuit Competition) W,2024-03-16 10 (12.5  Pursuit Competition) M,2024-03-17 10 (12.5  Mass Start Competition) W,2024-03-17 10 (15  Mass Start Competition) M,2024-12-03 01 (15  Short Individual) M,2024-12-04 01 (12.5  Short Individual) W,2024-12-06 01 (10  Sprint Competition) M,2024-12-07 01 (7.5  Sprint Competition) W,2024-12-08 01 (15  Mass Start Competition) M,2024-12-08 01 (12.5  Mass Start Competition) W,2024-12-13 02 (7.5  Sprint Competition) W,2024-12-13 02 (10  Sprint Competition) M,2024-12-14 02 (10  Pursuit Competition) W,2024-12-14 02 (12.5  Pursuit Competition) M,2024-12-19 03 (10  Sprint Competition) M,2024-12-20 03 (7.5  Sprint Competition) W,2024-12-21 03 (12.5  Pursuit Competition) M,2024-12-21 03 (10  Pursuit Competition) W,2024-12-22 03 (15  Mass Start Competition) M,2024-12-22 03 (12.5  Mass Start Competition) W,2025-01-09 04 (7.5  Sprint Competition) W,2025-01-10 04 (10  Sprint Competition) M,2025-01-11 04 (10  Pursuit Competition) W,2025-01-11 04 (12.5  Pursuit Competition) M,2025-01-15 05 (20  Individual Competition) M,2025-01-16 05 (15  Individual Competition) W,2025-01-19 05 (15  Mass Start Competition) M,2025-01-19 05 (12.5  Mass Start Competition) W,2025-01-23 06 (7.5  Sprint Competition) W,2025-01-24 06 (10  Sprint Competition) M,2025-01-25 06 (10  Pursuit Competition) W,2025-01-26 06 (12.5  Pursuit Competition) M,2025-02-14 07 (7.5  Sprint Competition) W,2025-02-15 07 (10  Sprint Competition) M,2025-02-16 07 (10  Pursuit Competition) W,2025-02-16 07 (12.5  Pursuit Competition) M,2025-02-18 07 (15  Individual Competition) W,2025-02-19 07 (20  Individual Competition) M,2025-02-23 07 (12.5  Mass Start Competition) W,2025-02-23 07 (15  Mass Start Competition) M,2025-03-06 08 (10  Sprint Competition) M,2025-03-07 08 (7.5  Sprint Competition) W,2025-03-08 08 (12.5  Pursuit Competition) M,2025-03-08 08 (10  Pursuit Competition) W,2025-03-13 09 (12.5  Short Individual) W,2025-03-13 09 (15  Short Individual) M,2025-03-15 09 (12.5  Mass Start Competition) W,2025-03-15 09 (15  Mass Start Competition) M,2025-03-21 10 (10  Sprint Competition) M,2025-03-21 10 (7.5  Sprint Competition) W,2025-03-22 10 (12.5  Pursuit Competition) M,2025-03-22 10 (10  Pursuit Competition) W,2025-03-23 10 (12.5  Mass Start Competition) W,2025-03-23 10 (15  Mass Start Competition) M
BTCZE20102199301,Lucie CHARVATOVA,CZE,1993,66%,70%,72%,71%,75%,80%,76%,79%,57%,61%,67%,63%,-2%,-3%,-1%,-2%,5.6,5.1,7.2,6.7,,,,,33,,54,,69,,,,,32,,44,37,,44,,,,,76,,,39,,43,,,59,,,19,,25,,34,,28,,42,,43,,,31,,,59,,,,,,,79,,52,,47,59,,44,,,67,,,,,42,,,,,40,,,58,,49,,59,,41,,,39,,,,49,,47,26,,,,,,42,,,,82,,87,,,,,29,,19,33,,50,,,,,49,,23,8,,25,,,48,,,40,,,,71,,,,45,,,,26,,27,,16,,24,,24,,,29,,76,,,59,,52,,,19,,46,,,95,,,,,78,,,26,,28,,39,,50,,63,,,,,34,,53,27,,,,,19,,47,,
BTUSA20312200001,Lucinda ANDERSON,USA,2000,61%,,,,73%,,,,49%,,,,-3%,,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,56,,49,,42,,,,,93,,,92,,,,,88,,,,
BTSUI22312199601,Lydia METTLER,SUI,1996,,,52%,,,,60%,,,,45%,,,,-3%,,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,86,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTKAZ22403199701,Lyudmila AKHATOVA,KAZ,1997,,,78%,,,,78%,,,,79%,,,,7%,4%,,,21.9,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,82,,92,,,96,,,,,88,,,,,90,,,,,64,,,89,,,,81,,,,,76,,,,88,,,84,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTPOL22404199901,Magda PICZURA,POL,1999,,,,68%,,,,75%,,,,61%,,,,4%,,,,21.6,,,,,83,,,,,,,,,109,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTPOL20408197901,Magdalena GWIZDON,POL,1979,,,,,,,,,,,,,,,,,,,,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTNOR20103200301,Maren KIRKEEIDE,NOR,2003,84%,83%,87%,,79%,77%,87%,,89%,89%,87%,,-4%,0%,-2%,,2.9,9.9,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,29,,47,,,43,,,,,,,,,,,12,,24,,56,,30,,44,,51,,,,,67,,33,,,23,,26,,,11,,5,,19,2,,2,,,34,,11,12,,21,,16,,33,,8,,3,,,12,,8,9,,14,,,26,,24,26,
BTUSA21011199701,Margie FREED,USA,1997,66%,61%,,,74%,72%,,,58%,51%,,,-1%,-1%,,,10.2,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,32,,53,,74,,,,,,,,,,,,102,,,,,51,,54,,,,,,,,90,,,92,,,,64,,,,,,,,,,,,89,,,,,98,,,,
BTFIN20911198701,Mari EDER,FIN,1987,,,75%,75%,,,77%,79%,,,73%,71%,,,-4%,-3%,,,3.6,3.7,,,,,31,,32,,50,,35,,,57,,55,9,,39,,25,,,8,,24,43,,,,,13,,24,32,,28,,30,,,,9,,42,,,58,,19,22,,36,,22,,,17,,19,,24,20,,31,,,5,,15,,22,10,,16,,,53,,15,17,,31,,69,,,,,62,,,,52,,,,,30,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTSVK22707200001,Maria REMENOVA,SVK,2000,80%,70%,77%,79%,82%,69%,80%,80%,78%,71%,74%,78%,3%,2%,4%,3%,13.1,14.3,15.8,16.1,,,,,,,,,82,,,,,106,,,99,,,,,,,65,,,77,,,,,,,,,,,,,,,,59,,53,,,,,,,,,,,,,55,,79,,,50,,56,,,80,,,,,77,,,,,62,,,82,,,,70,,,,,49,,,,74,,,88,,,,,,,,,,86,,60,,,,,59,,,,,,,,,,62,,,79,,,,,84,,,68,,,,85,,,,77,,,,88,,,,93,,,,,,,,,68,,,86,,,,,74,,,,,64,,,,,,,,79,,,,,,,,,,,,,,,,67,,,,,66,,,,
BTBUL23007199801,Maria ZDRAVKOVA,BUL,1998,69%,70%,49%,76%,72%,74%,61%,82%,65%,65%,37%,71%,4%,7%,11%,7%,15.2,22.1,30.2,23.0,,,,,86,,,,111,,,,,102,,,97,,,,,,,99,,,108,,,,,86,,,50,,78,,,,,,70,,,,,80,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,90,,,,90,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,84,,,,,96,,,88,,,,70,,,,70,,,,87,,,,86,,,,,,,97,,87,,,80,,,,,88,,,,,89,,,,,82,,,52,,,,,,,,90,,,,,91,,,86,,,,,,,,,
BTGER20801199501,Marion WIESENSARTER,GER,1995,,,,,,,,,,,,,,,,,,8.1,,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTNOR20707199801,Marit Ishol SKOGAN,NOR,1998,,78%,,,,83%,,,,73%,,,,-1%,,,,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,38,,33,,,19,,18,6,,3,,28,,,35,,34,53,,,,,60,,28,,,,,68,,,,58,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTNOR21006199901,Marit OEYGARD,NOR,1999,,,,,,,,,,,,,,,,,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTCZE20301199701,Marketa DAVIDOVA,CZE,1997,84%,79%,85%,84%,88%,83%,88%,86%,81%,76%,83%,83%,-4%,-4%,-4%,-3%,5.0,4.6,3.5,3.5,,,,,1,,15,,18,,16,,,20,,6,62,,,,8,,,11,,8,27,,12,,,6,,17,6,,41,,28,,4,,22,,33,,,49,,10,4,,7,,14,,,7,,22,,7,2,,3,,,16,,26,,14,5,,5,,,18,,17,16,,6,,6,,16,,,10,,5,,16,,8,13,,11,,,,10,,,16,44,,37,,18,,,47,,35,18,,9,,15,,,59,,38,46,,11,,,27,,22,17,,9,,20,,15,,10,,12,,11,,9,,25,,8,,26,,,30,,1,,10,7,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,
BTGER21603200301,Marlene FICHTNER,GER,2003,89%,,,,98%,,,,80%,,,,5%,,,,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,51,73,,,,,,,,,
BTNOR20712199001,Marte Olsbu ROEISELAND,NOR,1990,,,90%,91%,,,89%,92%,,,90%,89%,,,-4%,-4%,,,2.7,1.6,,,,,10,,3,,12,,1,,,3,,1,1,,4,,6,,,1,,1,2,,1,,,,,,3,,1,,1,,3,,8,,4,,,10,,3,3,,2,,3,,,,,,,,,,,,,,,,,,16,,8,,,8,,,4,,5,,4,,3,,,,,17,,1,,1,55,,4,,,,32,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTNOR20501199901,Marthe Krakstad JOHANSEN,NOR,1999,94%,89%,,,98%,90%,,,90%,88%,,,1%,0%,,,12.6,9.7,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,8,,7,,17,,,22,,25,,,,,,,,50,,47,,,,,,,,,,,,,,,,,,,,,22,,25,,29,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,29,24,,,,,20,,38,,
BTITA20607200201,Martina TRABUCCHI,ITA,2002,84%,,,,81%,,,,87%,,,,1%,,,,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,51,,,27,,33,,17,44,,34,,,49,,,20,,19,,53,,,,50,,,,,51,,47,62,,,,,74,,,,
BTFRA20801200201,Maya CLOETENS,BEL,2002,90%,85%,86%,,93%,88%,91%,,86%,83%,81%,,0%,1%,0%,,9.2,12.1,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,42,,,,,,,,,,38,,40,,,,,,,,,,,,,,,,36,,,,71,,79,,,,,69,,,,,,,,,,,,,,,,,,58,,,55,,41,,33,,,,,,,,,,,,,,,,,,,46,,23,,,19,,12,,,24,,20,,24,34,,26,,,28,,13,34,,37,,8,,17,,37,,14,,,52,,,33,,,,,78,,,,
BTCAN22208199701,Megan BANKES,CAN,1997,,,,75%,,,,86%,,,,64%,,,,2%,,,,14.6,,,,,,,,,,,,,,,,,57,,33,,,,,,,,95,,,,,90,,,33,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTITA21005199701,Michela CARRARA,ITA,1997,76%,73%,70%,70%,79%,79%,67%,68%,73%,69%,73%,73%,-3%,-3%,-2%,0%,5.6,6.0,8.7,10.6,,,,,99,,89,,99,,,,,81,,,,,,,,,,,,,84,,,,,68,,,60,,,,,,,,,,,,,,,,,,,,,,,43,,53,,56,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,29,,29,31,,54,,,30,,,45,,33,,,,,,44,,,,19,,32,,27,,33,,,,,91,,22,,,28,,35,,,61,,,,,16,,19,,,57,,,21,,27,,5,,8,,27,,13,,,33,,21,16,,29,,,24,,43,,
BTKAZ21902200401,Milana GENEVA,KAZ,2004,,,,,,,,,,,,,,,,,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTBUL21801199801,Milena TODOROVA,BUL,1998,83%,,77%,78%,89%,,89%,92%,77%,,66%,65%,-2%,,-2%,-2%,7.2,,5.7,6.8,,,,,70,,41,,23,,,,,61,,,52,,45,,,,,45,,34,42,,39,,,22,,,52,,17,,31,,,,15,,28,,,53,,,29,,,,,,,76,,45,,41,37,,27,,,12,,46,,,68,,,,,28,,,37,,26,,31,,31,,,36,,,,44,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,45,,,10,,34,,,16,,32,,26,3,,7,,,37,,17,57,,22,,14,,16,,63,,5,,,8,,18,43,,2,,,9,,46,25,
BTSWE22803199001,Mona BRORSSON,SWE,1990,,87%,88%,87%,,89%,96%,94%,,85%,82%,80%,,0%,0%,-2%,,8.0,7.3,5.0,,,,,11,,18,,22,,18,,,11,,33,30,,31,,11,,,22,,10,9,,11,,,3,,,12,,,,,,21,,,,,,,24,,14,27,,13,,25,,,,,,,,,,,,,,,,,,33,,40,,,42,,,35,,22,,22,,15,,,29,,21,,32,,39,40,,,,,,14,,,10,50,,10,,20,,,17,,14,15,,13,,27,,,12,,16,2,,9,,,20,,21,38,,39,,9,,21,,19,,15,,37,,,,19,,38,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTPOL22708199101,Monika HOJNISZ-STAREGA,POL,1991,,,,85%,,,,87%,,,,84%,,,,-1%,,,,6.6,,,,,60,,49,,67,,,,,35,,30,35,,,,,,,47,,13,31,,21,,,,,,20,,16,,9,,27,,27,,36,,,18,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTCAN21607199701,Nadia MOSER,CAN,1997,83%,81%,82%,86%,87%,80%,89%,85%,79%,82%,75%,87%,1%,2%,0%,1%,12.4,13.8,9.3,11.8,,,,,27,,,,52,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,69,,,32,,23,,,60,,32,,,,,,,,49,,,27,,30,,48,,37,,,58,,,,24,,37,28,,,,,,48,,,,54,,,,,,,80,,,56,,53,,,,,,,,23,,34,,,50,,,53,,56,,61,,,,,,,,82,,,,55,,55,,,,,70,,59,,,62,,,,,45,,39,,,69,,,,,31,,,67,,,,31,,35,,73,,,,,57,,46,45,,,,,76,,,,
BTUKR23009199001,Nadiia BIELKINA,UKR,1990,,,,,,,,,,,,,,,,,,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTBLR21403198501,Nastassia KINNUNEN,FIN,1985,,,77%,78%,,,85%,78%,,,70%,78%,,,0%,1%,,,9.0,10.4,,,,,101,,84,,80,,,,,43,,53,63,,,,,,,52,,50,61,,,,,18,,,51,,75,,,,,,,,,,,71,,,21,,46,,,,,15,,43,,48,62,,,,,68,,,,,35,,48,,,72,,,50,,46,,61,,,,,60,,,,20,,36,79,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
