IBUId,FullName,Nation,BirthYear,StatShooting_24_25,StatShooting_23_24,StatShooting_22_23,StatShooting_21_22,Prone_24_25,Prone_23_24,Prone_22_23,Prone_21_22,Standing_24_25,Standing_23_24,Standing_22_23,Standing_21_22,Skiing_24_25,Skiing_23_24,Skiing_22_23,Skiing_21_22,SkiKMB_24_25,SkiKMB_23_24,SkiKMB_22_23,SkiKMB_21_22,Starts_24_25,Starts_23_24,Starts_22_23,Starts_21_22,2021-11-27 01 (15  Individual Competition) W,2021-11-27 01 (20  Individual Competition) M,2021-11-28 01 (7.5  Sprint Competition) W,2021-11-28 01 (10  Sprint Competition) M,2021-12-02 02 (7.5  Sprint Competition) W,2021-12-02 02 (10  Sprint Competition) M,2021-12-04 02 (10  Pursuit Competition) W,2021-12-05 02 (12.5  Pursuit Competition) M,2021-12-10 03 (10  Sprint Competition) M,2021-12-10 03 (7.5  Sprint Competition) W,2021-12-11 03 (12.5  Pursuit Competition) M,2021-12-12 03 (10  Pursuit Competition) W,2021-12-16 04 (7.5  Sprint Competition) W,2021-12-17 04 (10  Sprint Competition) M,2021-12-18 04 (10  Pursuit Competition) W,2021-12-18 04 (12.5  Pursuit Competition) M,2021-12-19 04 (12.5  Mass Start Competition) W,2021-12-19 04 (15  Mass Start Competition) M,2022-01-07 05 (10  Sprint Competition) M,2022-01-07 05 (7.5  Sprint Competition) W,2022-01-09 05 (12.5  Pursuit Competition) M,2022-01-09 05 (10  Pursuit Competition) W,2022-01-12 06 (7.5  Sprint Competition) W,2022-01-13 06 (10  Sprint Competition) M,2022-01-16 06 (10  Pursuit Competition) W,2022-01-16 06 (12.5  Pursuit Competition) M,2022-01-20 07 (20  Individual Competition) M,2022-01-21 07 (15  Individual Competition) W,2022-01-22 07 (15  Mass Start Competition) M,2022-01-23 07 (12.5  Mass Start Competition) W,2022-02-07 08 (15  Individual Competition) W,2022-02-08 08 (20  Individual Competition) M,2022-02-11 08 (7.5  Sprint Competition) W,2022-02-12 08 (10  Sprint Competition) M,2022-02-13 08 (10  Pursuit Competition) W,2022-02-13 08 (12.5  Pursuit Competition) M,2022-02-18 08 (12.5  Mass Start Competition) W,2022-02-18 08 (15  Mass Start Competition) M,2022-03-05 09 (7.5  Sprint Competition) W,2022-03-05 09 (10  Sprint Competition) M,2022-03-06 09 (10  Pursuit Competition) W,2022-03-06 09 (12.5  Pursuit Competition) M,2022-03-10 10 (10  Sprint Competition) M,2022-03-11 10 (7.5  Sprint Competition) W,2022-03-12 10 (15  Mass Start Competition) M,2022-03-12 10 (12.5  Mass Start Competition) W,2022-03-18 11 (7.5  Sprint Competition) W,2022-03-18 11 (10  Sprint Competition) M,2022-03-19 11 (10  Pursuit Competition) W,2022-03-19 11 (12.5  Pursuit Competition) M,2022-03-20 11 (12.5  Mass Start Competition) W,2022-03-20 11 (15  Mass Start Competition) M,2022-11-29 01 (20  Individual Competition) M,2022-11-30 01 (15  Individual Competition) W,2022-12-03 01 (10  Sprint Competition) M,2022-12-03 01 (7.5  Sprint Competition) W,2022-12-04 01 (12.5  Pursuit Competition) M,2022-12-04 01 (10  Pursuit Competition) W,2022-12-08 02 (7.5  Sprint Competition) W,2022-12-09 02 (10  Sprint Competition) M,2022-12-10 02 (10  Pursuit Competition) W,2022-12-11 02 (12.5  Pursuit Competition) M,2022-12-15 03 (10  Sprint Competition) M,2022-12-16 03 (7.5  Sprint Competition) W,2022-12-17 03 (12.5  Pursuit Competition) M,2022-12-17 03 (10  Pursuit Competition) W,2022-12-18 03 (15  Mass Start Competition) M,2022-12-18 03 (12.5  Mass Start Competition) W,2023-01-05 04 (7.5  Sprint Competition) W,2023-01-06 04 (10  Sprint Competition) M,2023-01-07 04 (10  Pursuit Competition) W,2023-01-07 04 (12.5  Pursuit Competition) M,2023-01-11 05 (20  Individual Competition) M,2023-01-12 05 (15  Individual Competition) W,2023-01-15 05 (15  Mass Start Competition) M,2023-01-15 05 (12.5  Mass Start Competition) W,2023-01-19 06 (7.5  Sprint Competition) W,2023-01-20 06 (10  Sprint Competition) M,2023-01-21 06 (10  Pursuit Competition) W,2023-01-21 06 (12.5  Pursuit Competition) M,2023-02-10 07 (7.5  Sprint Competition) W,2023-02-11 07 (10  Sprint Competition) M,2023-02-12 07 (10  Pursuit Competition) W,2023-02-12 07 (12.5  Pursuit Competition) M,2023-02-14 07 (20  Individual Competition) M,2023-02-15 07 (15  Individual Competition) W,2023-02-19 07 (15  Mass Start Competition) M,2023-02-19 07 (12.5  Mass Start Competition) W,2023-03-02 08 (10  Sprint Competition) M,2023-03-03 08 (7.5  Sprint Competition) W,2023-03-04 08 (12.5  Pursuit Competition) M,2023-03-04 08 (10  Pursuit Competition) W,2023-03-09 09 (15  Individual Competition) W,2023-03-09 09 (20  Individual Competition) M,2023-03-12 09 (12.5  Mass Start Competition) W,2023-03-12 09 (15  Mass Start Competition) M,2023-03-16 10 (10  Sprint Competition) M,2023-03-18 10 (12.5  Pursuit Competition) M,2023-03-18 10 (7.5  Sprint Competition) W,2023-03-18 10 (10  Pursuit Competition) W,2023-03-19 10 (15  Mass Start Competition) M,2023-03-19 10 (12.5  Mass Start Competition) W,2023-11-26 01 (15  Individual Competition) W,2023-11-26 01 (20  Individual Competition) M,2023-12-01 01 (7.5  Sprint Competition) W,2023-12-02 01 (10  Sprint Competition) M,2023-12-03 01 (10  Pursuit Competition) W,2023-12-03 01 (12.5  Pursuit Competition) M,2023-12-08 02 (10  Sprint Competition) M,2023-12-08 02 (7.5  Sprint Competition) W,2023-12-09 02 (12.5  Pursuit Competition) M,2023-12-09 02 (10  Pursuit Competition) W,2023-12-14 03 (7.5  Sprint Competition) W,2023-12-15 03 (10  Sprint Competition) M,2023-12-16 03 (10  Pursuit Competition) W,2023-12-16 03 (12.5  Pursuit Competition) M,2023-12-17 03 (12.5  Mass Start Competition) W,2023-12-17 03 (15  Mass Start Competition) M,2024-01-05 04 (10  Sprint Competition) M,2024-01-05 04 (7.5  Sprint Competition) W,2024-01-06 04 (12.5  Pursuit Competition) M,2024-01-06 04 (10  Pursuit Competition) W,2024-01-12 05 (7.5  Sprint Competition) W,2024-01-13 05 (10  Sprint Competition) M,2024-01-14 05 (10  Pursuit Competition) W,2024-01-14 05 (12.5  Pursuit Competition) M,2024-01-18 06 (15  Short Individual) M,2024-01-19 06 (12.5  Short Individual) W,2024-01-21 06 (15  Mass Start Competition) M,2024-01-21 06 (12.5  Mass Start Competition) W,2024-02-09 07 (7.5  Sprint Competition) W,2024-02-10 07 (10  Sprint Competition) M,2024-02-11 07 (10  Pursuit Competition) W,2024-02-11 07 (12.5  Pursuit Competition) M,2024-02-13 07 (15  Individual Competition) W,2024-02-14 07 (20  Individual Competition) M,2024-02-18 07 (12.5  Mass Start Competition) W,2024-02-18 07 (15  Mass Start Competition) M,2024-03-01 08 (15  Individual Competition) W,2024-03-01 08 (20  Individual Competition) M,2024-03-02 08 (12.5  Mass Start Competition) W,2024-03-02 08 (15  Mass Start Competition) M,2024-03-08 09 (7.5  Sprint Competition) W,2024-03-09 09 (10  Sprint Competition) M,2024-03-10 09 (10  Pursuit Competition) W,2024-03-10 09 (12.5  Pursuit Competition) M,2024-03-14 10 (7.5  Sprint Competition) W,2024-03-15 10 (10  Sprint Competition) M,2024-03-16 10 (10  Pursuit Competition) W,2024-03-16 10 (12.5  Pursuit Competition) M,2024-03-17 10 (12.5  Mass Start Competition) W,2024-03-17 10 (15  Mass Start Competition) M,2024-12-03 01 (15  Short Individual) M,2024-12-04 01 (12.5  Short Individual) W,2024-12-06 01 (10  Sprint Competition) M,2024-12-07 01 (7.5  Sprint Competition) W,2024-12-08 01 (15  Mass Start Competition) M,2024-12-08 01 (12.5  Mass Start Competition) W,2024-12-13 02 (7.5  Sprint Competition) W,2024-12-13 02 (10  Sprint Competition) M,2024-12-14 02 (10  Pursuit Competition) W,2024-12-14 02 (12.5  Pursuit Competition) M,2024-12-19 03 (10  Sprint Competition) M,2024-12-20 03 (7.5  Sprint Competition) W,2024-12-21 03 (12.5  Pursuit Competition) M,2024-12-21 03 (10  Pursuit Competition) W,2024-12-22 03 (15  Mass Start Competition) M,2024-12-22 03 (12.5  Mass Start Competition) W,2025-01-09 04 (7.5  Sprint Competition) W,2025-01-10 04 (10  Sprint Competition) M,2025-01-11 04 (10  Pursuit Competition) W,2025-01-11 04 (12.5  Pursuit Competition) M,2025-01-15 05 (20  Individual Competition) M,2025-01-16 05 (15  Individual Competition) W,2025-01-19 05 (15  Mass Start Competition) M,2025-01-19 05 (12.5  Mass Start Competition) W,2025-01-23 06 (7.5  Sprint Competition) W,2025-01-24 06 (10  Sprint Competition) M,2025-01-25 06 (10  Pursuit Competition) W,2025-01-26 06 (12.5  Pursuit Competition) M,2025-02-14 07 (7.5  Sprint Competition) W,2025-02-15 07 (10  Sprint Competition) M,2025-02-16 07 (10  Pursuit Competition) W,2025-02-16 07 (12.5  Pursuit Competition) M,2025-02-18 07 (15  Individual Competition) W,2025-02-19 07 (20  Individual Competition) M,2025-02-23 07 (12.5  Mass Start Competition) W,2025-02-23 07 (15  Mass Start Competition) M,2025-03-06 08 (10  Sprint Competition) M,2025-03-07 08 (7.5  Sprint Competition) W,2025-03-08 08 (12.5  Pursuit Competition) M,2025-03-08 08 (10  Pursuit Competition) W,2025-03-13 09 (12.5  Short Individual) W,2025-03-13 09 (15  Short Individual) M,2025-03-15 09 (12.5  Mass Start Competition) W,2025-03-15 09 (15  Mass Start Competition) M,2025-03-21 10 (10  Sprint Competition) M,2025-03-21 10 (7.5  Sprint Competition) W,2025-03-22 10 (12.5  Pursuit Competition) M,2025-03-22 10 (10  Pursuit Competition) W,2025-03-23 10 (12.5  Mass Start Competition) W,2025-03-23 10 (15  Mass Start Competition) M
BTPOL20909199801,Natalia SIDOROWICZ,POL,1998,83%,86%,83%,75%,82%,92%,89%,82%,83%,80%,77%,68%,0%,1%,4%,6%,7.4,9.5,16.2,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,78,,63,,,68,,,,,42,,57,,,80,,,,,,,,63,,,,74,,,,,56,,,,55,,52,47,,,,,,56,,,,53,,52,,,,,44,,32,67,,,,,,,43,,44,47,,48,,,22,,29,16,,14,,47,,16,,41,,,,29,,26,,36,,34,,,,,4,,67,,28,11,,28,,,15,,25,,30,58,,,,,38,,,42,,43,,13,,55,,26,,23,,,35,,24,30,,,,,12,,22,9,
BTRUS20709199601,Natalia USHKINA,ROU,1996,,,82%,83%,,,91%,90%,,,74%,78%,,,4%,3%,,,16.3,11.1,,,,,,,,,91,,,,,92,,,53,,36,,,,,,,,26,,44,,,33,,,56,,71,,,,,,69,,,,,,,,68,,,,,,,,,75,,,53,,55,,,59,,,,,55,,51,,,74,,,69,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTLTU21704198501,Natalja KOCERGINA,LTU,1985,71%,74%,70%,78%,66%,74%,71%,86%,76%,74%,70%,69%,3%,3%,3%,2%,15.2,16.6,15.3,15.6,,,,,95,,73,,92,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,55,,,67,,,53,,,,,,,72,,85,,,92,,,,,77,,,,,91,,,,,76,,,45,,51,,52,,56,,,80,,,,61,,,68,,,,,,88,,,,71,,57,,,,,,,,83,,,,,,,83,,,61,,,,,51,,,55,,51,,55,,,,80,,,,74,,,,87,,,,,,,93,,84,,,82,,,,,25,,45,,,65,,,,,93,,,76,,,,84,,,,68,,,,,,,,93,,,,,105,,,,
BTSLO23112199901,Nika VINDISAR,SLO,1999,,,,76%,,,,75%,,,,76%,,,,5%,,,,15.6,,,,,65,,96,,98,,,,,96,,,65,,,,,,,89,,,105,,,,,74,,,,,,,,,,,82,,,,,70,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTFIN21710200101,Noora Kaisa KERANEN,FIN,2001,86%,85%,,,81%,85%,,,91%,85%,,,3%,5%,,,15.8,19.1,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,64,,93,,,,,,,,40,,42,,,,,93,,,73,,,,,28,,,59,,50,,54,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,64,,,,,,,,72,,,,
BTFRA20403200201,Oceane MICHELON,FRA,2002,86%,82%,,,88%,80%,,,84%,83%,,,-4%,-1%,,,2.9,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,37,38,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,10,,17,21,,19,,,34,,11,,8,6,,4,,,4,,8,7,,5,,12,,13,,18,,2,,,13,,3,5,,13,,,18,,25,4,
BTUKR21401200501,Oleksandra MERKUSHYNA,UKR,2005,84%,,,,82%,,,,85%,,,,4%,,5%,,16.5,,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,62,,,51,,59,,,48,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,73,,,,
BTUKR20901198701,Olena BILOSIUK,UKR,1987,,,86%,91%,,,93%,96%,,,79%,87%,,,2%,0%,,,11.9,9.2,,,,,,,24,,66,,,,,24,,13,18,,25,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,61,,,57,,,,,29,,55,,,,,,,,,,,32,,36,,43,,48,,,,,,,26,,,32,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTUKR20607200401,Olena HORODNA,UKR,2004,82%,76%,,,87%,81%,,,77%,72%,,,2%,,,,10.4,19.3,,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,68,,,,,,,,,,73,,,,,68,,,49,,51,,75,,,,61,,,,,62,,,13,,24,,,15,,44,23,
BTRUS21509198801,Olga ABRAMOVA,UKR,1988,,,,70%,,,,73%,,,,67%,,,,4%,,,,19.5,,,,,,,,,,,,,,84,,,94,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTKAZ21309198701,Olga POLTORANINA,KAZ,1987,85%,87%,,,83%,86%,,,87%,89%,,,6%,,,,15.8,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,83,,90,,,72,,,,,,,,,,85,,,,,66,,,78,,,,,,,,75,,,,,,,,,,,,,,,,,
BTCAN20403200201,Pascale PARADIS,CAN,2002,82%,,,,85%,,,,79%,,,,2%,,,,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,53,,,65,,,,,,,,,,45,,54,,,63,,,95,,,,38,,43,,69,,,,,86,,,78,,,,,36,,42,,
BTFRA21912200001,Paula BOTET,FRA,2000,83%,,80%,88%,79%,,85%,89%,88%,,75%,86%,-2%,,-3%,2%,3.1,,8.2,11.4,,,,,,,,,,,,,,,,,,,,,,,,39,,39,44,,46,,,40,,,,,,,,,,,66,,,,,38,,,28,,37,,,,,35,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,14,,,46,,,27,,36,,,,,,,,,,,,,,,,,,,33,,21,5,
BTSVK22510199201,Paulina BATOVSKA FIALKOVA,SVK,1992,80%,,82%,78%,80%,,87%,80%,80%,,77%,76%,-4%,,-3%,-2%,3.8,,3.8,6.0,,,,,39,,82,,100,,,,,34,,20,86,,,,,,,27,,47,90,,,,,16,,11,42,,14,,10,,26,,13,,12,,,22,,15,8,,3,,19,,,8,,26,,30,29,,10,,,7,,54,,27,4,,4,,,10,,26,14,,17,,25,,25,,,18,,16,,51,,46,49,,16,,,,52,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,54,,,20,,32,,,31,,16,,3,,,,,,48,,,25,,26,,22,,29,,40,,,,,46,,28,29,,,,,44,,6,6,
BTKAZ20709200101,Polina YEGOROVA,KAZ,2001,80%,78%,77%,,84%,88%,100%,,75%,69%,56%,,7%,5%,9%,,20.4,20.4,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,72,,,64,,,,,,,64,,,86,,,,,82,,,82,,,,82,,,,56,,,,69,,,,82,,,,,,,85,,96,,,89,,,,,86,,,,,80,,,,,,,,89,,,,,,,,85,,,,,,,,,,,,,,,,,
BTSLO21604199701,Polona KLEMENCIC,SLO,1997,83%,78%,81%,75%,85%,80%,82%,76%,80%,76%,80%,74%,0%,0%,-3%,1%,9.0,9.5,4.4,12.0,,,,,85,,87,,90,,,,,59,,51,38,,48,,,,,36,,55,92,,,,,60,,,29,,59,,51,,,,50,,58,,,76,,,,,,,,,,19,,21,,40,43,,17,,,32,,34,,,70,,,,,,,,,,,,8,,22,,,46,,19,,17,,23,10,,13,,,,16,,,22,45,,72,,,,,28,,51,60,,47,,,,,20,,33,45,,50,,,56,,,44,,48,,45,,,,60,,,,47,,39,,80,,,,,,,,,,,,53,,54,,,46,,,,,57,,52,,,19,,,19,,42,,30,,37,,17,,25,,,69,,,31,,,,,32,,27,,
BTNOR22708199501,Ragnhild FEMSTEINEVIK,NOR,1995,79%,,79%,77%,77%,,80%,73%,82%,,77%,81%,-3%,,-2%,-1%,2.7,,5.7,7.2,,,,,,,,,,,,,,,,,77,,,,,,,,,,34,,47,,,,,,,,,,,,,,,,,,,,,,15,,28,,,,,68,,28,,52,58,,48,,,33,,16,,9,20,,25,,,38,,14,46,,44,,36,,21,,,55,,,,,,,65,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,14,,17,,50,,45,,12,,,,,30,,16,21,,,,,47,,49,,
BTITA23108200101,Rebecca PASSLER,ITA,2001,74%,82%,86%,80%,74%,83%,85%,80%,74%,81%,86%,80%,0%,1%,0%,7%,10.1,10.9,10.0,25.0,,,,,94,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,17,,21,33,,37,,,71,,,,,75,,,,,,,,54,,28,,34,,45,,,28,,,,23,,18,29,,,,,,30,,,,20,,18,,29,,,67,,,36,,31,,,,,68,,,,,,,,26,,,,,,,75,,,,53,,,,53,,49,,52,,42,,,,,,,,,,,,,,,,,,,,,,,,,42,,,51,,32,,,,,,,,,,,,,,,,,,,93,,,,
BTEST23101199601,Regina ERMITS,EST,1996,78%,80%,73%,77%,71%,72%,69%,72%,86%,89%,77%,83%,1%,-1%,4%,2%,7.4,9.6,13.3,9.7,,,,,67,,,,89,,,,,63,,,51,,51,,,,,64,,,71,,,,,83,,,79,,56,,50,,,,38,,35,,,54,,,41,,35,,,,,62,,82,,,88,,,,,,,,,,79,,,,,69,,,92,,,,64,,,,,73,,,,68,,,50,,,,,,74,,,,58,,61,,,,,66,,,61,,,,,,,25,,40,58,,56,,,,,,25,,24,,13,,12,,52,,,,15,,19,,31,,49,,,,,8,,42,,30,57,,58,,,,,,,,17,,43,,,20,,,43,,54,,51,,25,,60,,,,,40,,54,74,,,,,30,,34,,
BTGER20602199201,Rieke DE MAEYER,BEL,1992,,,,,,,,,,,,,,,,12%,30.9,,26.8,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTITA23004199801,Samuela COMOLA,ITA,1998,89%,87%,89%,84%,94%,93%,94%,91%,84%,81%,84%,78%,-1%,0%,-1%,1%,7.8,9.9,7.9,10.5,,,,,64,,46,,97,,,,,42,,41,,,,,,,,83,,,75,,,,,45,,,,,57,,37,,,,45,,57,,,41,,,38,,26,,,,,63,,44,,20,27,,25,,,44,,28,,,39,,39,,,27,,,25,,40,,46,,42,,,4,,10,,29,,19,39,,,,,,38,,,,27,,44,,31,,,55,,52,55,,44,,,,,14,,17,54,,38,,,68,,,37,,23,,21,,,,26,,,,25,,21,,13,,35,,,,,13,,36,,21,37,,33,,,17,,28,,25,51,,38,,,26,,,46,,24,,,,,,15,,,,,16,,14,41,,,,,41,,9,18,
BTLAT22004200102,Sandra BULINA,LAT,2001,74%,68%,73%,73%,75%,69%,69%,67%,73%,66%,77%,80%,2%,3%,5%,8%,15.4,18.8,21.5,25.1,,,,,,,,,,,,,,,,,,,,,,,,94,,,104,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,75,,64,,,,,,,,,,,,,95,,,,,90,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,73,,,82,,,,,,,78,,,63,,,,,90,,,85,,,,69,,,,,,,,,,,,,,,,,,,77,,56,,,88,,,,,73,,,,,52,,,,,94,,,85,,,,73,,,,58,,,,,66,,,,,,,,,,,,
BTLAT22004200101,Sanita BULINA,LAT,2001,69%,73%,72%,76%,66%,66%,63%,72%,73%,81%,81%,80%,0%,2%,2%,4%,11.0,11.3,12.8,17.4,,,,,90,,88,,73,,,,,98,,,90,,,,,,,88,,,69,,,,,,,,,,,,,,,,,,,,,77,,,73,,,,,,,85,,50,,57,,,,,,,,,,,82,,,,,88,,,68,,,,71,,,,,,,,,,,,,,,,,,,,,,57,,33,,30,,,,,,,,,,,,,79,,,,,,,,83,,,,,,,,,,,61,,,,70,,,,83,,,,,,,100,,60,,,74,,,,,37,,35,,,54,,50,,,36,,,82,,,,,,,,83,,,,,71,,,82,,,,,84,,,,
BTSWE21301200301,Sara ANDERSSON,SWE,2003,83%,79%,,,93%,84%,,,74%,75%,,,-2%,2%,,,7.2,13.0,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,34,,39,44,,51,,,,,23,,27,16,,53,,,33,,,,,,,,,,,,,,,93,,,,75,,,,,,,12,,7,,13,36,,45,,,23,,30,,11,,,,,,,,,,,,,,,,,,,,,,22,,23,56,,,,,,,,,
BTHUN21405199901,Sara PONYA,HUN,1999,80%,,,,80%,,,,80%,,,,10%,,,,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,82,,,,,,,,,,,,,,,,,
BTITA22703200302,Sara SCATTOLO,ITA,2003,,,,,,,,,,,,,,,,,,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTCAN21903199401,Sarah BEAUDRY,CAN,1994,,,,85%,,,,85%,,,,86%,,,,5%,,,,18.2,,,,,79,,63,,39,,56,,,107,,,73,,,,,,,103,,,74,,,,,47,,,80,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTJPN22505199001,Sari MAEDA,JPN,1990,,,,67%,,,,79%,,,,56%,,,,-1%,,,,8.6,,,,,97,,90,,37,,23,,,97,,,72,,,,,,,66,,,72,,,,,50,,,74,,67,,,,,,55,,51,,,46,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTSUI20304198401,Selina GASPARIN,SUI,1984,,,,73%,,,,78%,,,,68%,,,,-1%,,,,8.9,,,,,34,,68,,55,,49,,,,,,80,,,,,,,80,,,46,,48,,,85,,,62,,,,,,,,47,,50,,,55,,,44,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
